,title,budget,currency_symbol,currency_amount
3825,Popstar: Never Stop Never Stopping,$ 20000000,$,20000000
3826,Mustang,EUR 1300000,EUR,1430000.0
3827,The House That Jack Built,EUR 8700000,EUR,9570000.0
3828,Colonia,$ 14000000,$,14000000
3829,Saving Christmas,$ 500000,$,500000
3830,Ah-ga-ssi,KRW 10000000000,KRW,8200000.0
3831,The Bye Bye Man,$ 7400000,$,7400000
3832,Manchester by the Sea,$ 9000000,$,9000000
3833,Swiss Army Man,$ 3000000,$,3000000
3834,The Death and Life of John F. Donovan,$ 35000000,$,35000000
3835,Maze Runner: The Scorch Trials,$ 61000000,$,61000000
3836,Toni Erdmann,EUR 3000000,EUR,3300000.0000000005
3837,The Shallows,$ 17000000,$,17000000
3838,Do You Believe?,$ 2300000,$,2300000
3839,Green Room,$ 5000000,$,5000000
3840,The Darkest Minds,$ 34000000,$,34000000
3841,The Purge: Election Year,$ 10000000,$,10000000
3842,Forever My Girl,$ 3500000,$,3500000
3843,The Lego Batman Movie,$ 80000000,$,80000000
3844,Fantastic Beasts: The Crimes of Grindelwald,$ 200000000,$,200000000
3845,After,$ 14000000,$,14000000
3846,My Little Pony: The Movie,$ 6500000,$,6500000
3847,Florence Foster Jenkins,$ 29000000,$,29000000
3848,Keanu,$ 15000000,$,15000000
3849,Captain Marvel,$ 175000000,$,175000000
3850,Avengers: Infinity War,$ 321000000,$,321000000
3851,Avengers: Endgame,$ 356000000,$,356000000
3852,Replicas,$ 30000000,$,30000000
3853,Free Fire,GBP 5500000,GBP,6930000.0
3854,3 Generations,$ 5000000,$,5000000
3855,Don't Breathe,$ 9900000,$,9900000
3856,13 Hours,$ 50000000,$,50000000
3857,The Gift,$ 5000000,$,5000000
3858,Woodlawn,$ 12000000,$,12000000
3859,Meet the Blacks,$ 900000,$,900000
3860,The Birth of a Nation,$ 8500000,$,8500000
3861,Jason Bourne,$ 120000000,$,120000000
3862,Mr. Church,$ 8000000,$,8000000
3863,Molly's Game,$ 30000000,$,30000000
3864,Gong fu yu jia,$ 65000000,$,65000000
3865,Widows,$ 42000000,$,42000000
3866,Alpha,$ 51000000,$,51000000
3867,Miracles from Heaven,$ 13000000,$,13000000
3868,Southside with You,$ 1500000,$,1500000
3869,The VVitch: A New-England Folktale,$ 4000000,$,4000000
3870,Grandma,$ 600000,$,600000
3871,Xun long jue,$ 37000000,$,37000000
3872,The Founder,$ 25000000,$,25000000
3873,The Circle,$ 18000000,$,18000000
3874,Lady Macbeth,GBP 500000,GBP,630000.0
3875,Kubo and the Two Strings,$ 60000000,$,60000000
3876,Julieta,EUR 1350000,EUR,1485000.0000000002
3877,The Bad Batch,$ 6000000,$,6000000
3878,90 Minutes in Heaven,$ 5000000,$,5000000
3879,Queen of Katwe,$ 15000000,$,15000000
3880,Ouija: Origin of Evil,$ 9000000,$,9000000
3881,Sufat Chol,ILS 3850000,ILS,1116500.0
3882,Les innocentes,EUR 6000000,EUR,6600000.000000001
3883,Nine Lives,$ 30000000,$,30000000
3884,20th Century Women,$ 7000000,$,7000000
3885,John Wick: Chapter 2,$ 40000000,$,40000000
3886,Bonjour Anne,$ 5000000,$,5000000
3887,Neighbors 2: Sorority Rising,$ 35000000,$,35000000
3888,Shaft,$ 30000000,$,30000000
3889,Fifty Shades Darker,$ 55000000,$,55000000
3890,Paddington 2,$ 40000000,$,40000000
3891,Fifty Shades Freed,$ 55000000,$,55000000
3892,Gifted,$ 7000000,$,7000000
3893,The House,$ 40000000,$,40000000
3894,All I See Is You,$ 30000000,$,30000000
3895,Maze Runner: The Death Cure,$ 62000000,$,62000000
3896,Why Him?,$ 38000000,$,38000000
3897,The Prodigy,$ 6000000,$,6000000
3898,Café Society,$ 30000000,$,30000000
3899,Morgan,$ 8000000,$,8000000
3900,Overlord,$ 38000000,$,38000000
3901,Robin Hood,$ 100000000,$,100000000
3902,White Boy Rick,$ 29000000,$,29000000
3903,Finding Your Feet,GBP 5400000,GBP,6804000.0
3904,Miss Sloane,$ 13000000,$,13000000
3905,Nocturnal Animals,$ 22500000,$,22500000
3906,Darkest Hour,$ 30000000,$,30000000
3907,Mile 22,$ 50000000,$,50000000
3908,Patriots Day,$ 45000000,$,45000000
3909,The Book of Henry,$ 10000000,$,10000000
3910,Sleight,$ 250000,$,250000
3911,Christopher Robin,$ 75000000,$,75000000
3912,The Star,$ 20000000,$,20000000
3913,Can You Ever Forgive Me?,$ 10000000,$,10000000
3914,La pazza gioia,EUR 15000000,EUR,16500000.000000002
3915,Battle of the Sexes,$ 25000000,$,25000000
3916,Storks,$ 70000000,$,70000000
3917,The Fate of the Furious,$ 250000000,$,250000000
3918,Spider-Man: Into the Spider-Verse,$ 90000000,$,90000000
3919,Denial,$ 10000000,$,10000000
3920,Harriet,$ 17000000,$,17000000
3921,Almost Christmas,$ 17000000,$,17000000
3922,Kingsman: The Golden Circle,$ 104000000,$,104000000
3923,Bad Moms,$ 20000000,$,20000000
3924,Fifty Shades of Black,$ 5000000,$,5000000
3925,On the Basis of Sex,$ 20000000,$,20000000
3926,Loving,$ 9000000,$,9000000
3927,Colossal,$ 15000000,$,15000000
3928,Tenemos la carne,$ 400000,$,400000
3929,Collateral Beauty,$ 36000000,$,36000000
3930,Loving Pablo,EUR 14582000,EUR,16040200.000000002
3931,Tie dao fei hu,$ 50000000,$,50000000
3932,It Comes at Night,$ 5000000,$,5000000
3933,Bumblebee,$ 135000000,$,135000000
3934,Mei ren yu,$ 60720000,$,60720000
3935,Early Man,$ 50000000,$,50000000
3936,Personal Shopper,$ 6000000,$,6000000
3937,Robinson Crusoe,$ 13000000,$,13000000
3938,A Cure for Wellness,$ 40000000,$,40000000
3939,Unfriended: Dark Web,$ 1000000,$,1000000
3940,Pitch Perfect 3,$ 45000000,$,45000000
3941,The Promise,$ 90000000,$,90000000
3942,Maleficent: Mistress of Evil,$ 185000000,$,185000000
3943,LBJ,$ 26000000,$,26000000
3944,The Meg,$ 130000000,$,130000000
3945,Lights Out,$ 4900000,$,4900000
3946,How to Be a Latin Lover,$ 10000000,$,10000000
3947,Rough Night,$ 20000000,$,20000000
3948,Midnight Sun,$ 2800000,$,2800000
3949,Vuelven,MXN 26040000,MXN,1067640.0
3950,Mother's Day,$ 25000000,$,25000000
3951,God's Not Dead 2,$ 5000000,$,5000000
3952,Good Time,$ 4500000,$,4500000
3953,Hidden Figures,$ 25000000,$,25000000
3954,The Emoji Movie,$ 50000000,$,50000000
3955,Jurassic World: Fallen Kingdom,$ 170000000,$,170000000
3956,Mission: Impossible - Fallout,$ 178000000,$,178000000
3957,The Curse of La Llorona,$ 9000000,$,9000000
3958,Mil-jeong,$ 8620000,$,8620000
3959,Lady Bird,$ 10000000,$,10000000
3960,Bacalaureat,$ 2000000,$,2000000
3961,The Ottoman Lieutenant,$ 40000000,$,40000000
3962,I'm Not Ashamed,$ 1500000,$,1500000
3963,Grave,EUR 3500000,EUR,3850000.0000000005
3964,Todos lo saben,EUR 10000000,EUR,11000000.0
3965,Les frères Sisters,$ 38000000,$,38000000
3966,Split,$ 9000000,$,9000000
3967,Moonlight,$ 4000000,$,4000000
3968,The Kid,$ 8000000,$,8000000
3969,Middle School: The Worst Years of My Life,$ 8500000,$,8500000
3970,"Everything, Everything",$ 10000000,$,10000000
3971,"Psiconautas, los niños olvidados",EUR 1000000,EUR,1100000.0
3972,Dunkirk,$ 100000000,$,100000000
3973,"Three Billboards Outside Ebbing, Missouri",$ 15000000,$,15000000
3974,Mary Poppins Returns,$ 130000000,$,130000000
3975,Charlie's Angels,$ 48000000,$,48000000
3976,Get Out,$ 4500000,$,4500000
3977,Sicario: Day of the Soldado,$ 35000000,$,35000000
3978,The Favourite,$ 15000000,$,15000000
3979,Un sac de billes,$ 21400000,$,21400000
3980,Ant-Man and the Wasp,$ 162000000,$,162000000
3981,Mother!,$ 30000000,$,30000000
3982,The Secret Life of Pets 2,$ 80000000,$,80000000
3983,Peter Rabbit,$ 50000000,$,50000000
3984,Poms,$ 10000000,$,10000000
3985,Annabelle: Creation,$ 15000000,$,15000000
3986,Ocean's Eight,$ 70000000,$,70000000
3987,"Love, Simon",$ 17000000,$,17000000
3988,The Girl in the Spider's Web,$ 43000000,$,43000000
3989,Billionaire Boys Club,$ 15000000,$,15000000
3990,Operation Finale,$ 24000000,$,24000000
3991,Gok-seong,$ 6420000,$,6420000
3992,Hotel Transylvania 3: Summer Vacation,$ 80000000,$,80000000
3993,Chappaquiddick,$ 13000000,$,13000000
3994,Journey to the West: Demon Chapter,$ 63300000,$,63300000
3995,All the Money in the World,$ 50000000,$,50000000
3996,Marshall,$ 12000000,$,12000000
3997,Happy End,$ 13600000,$,13600000
3998,Happy Death Day,$ 4800000,$,4800000
3999,Kimi no na wa.,JPY 370000000,JPY,3440999.9999999995
4000,Sgt. Stubby: An American Hero,$ 25000000,$,25000000
4001,Wish Upon,$ 12000000,$,12000000
4002,Boo! A Madea Halloween,$ 20000000,$,20000000
4003,The Hurricane Heist,$ 35000000,$,35000000
4004,Wind River,$ 11000000,$,11000000
4005,Detroit,$ 34000000,$,34000000
4006,Logan Lucky,$ 29000000,$,29000000
4007,Life,$ 58000000,$,58000000
4008,The Big Sick,$ 5000000,$,5000000
4009,Deadpool 2,$ 110000000,$,110000000
4010,Hostiles,$ 39000000,$,39000000
4011,Hustlers,$ 20000000,$,20000000
4012,The Nutcracker and the Four Realms,$ 120000000,$,120000000
4013,"I, Tonya",$ 11000000,$,11000000
4014,The Hate U Give,$ 23000000,$,23000000
4015,The Shape of Water,$ 19400000,$,19400000
4016,The Beguiled,$ 10500000,$,10500000
4017,Doctor Sleep,$ 45000000,$,45000000
4018,Tully,$ 13000000,$,13000000
4019,Life of the Party,$ 30000000,$,30000000
4020,Thoroughbreds,$ 6000000,$,6000000
4021,The Florida Project,$ 2000000,$,2000000
4022,Daddy's Home 2,$ 69000000,$,69000000
4023,Goosebumps 2: Haunted Halloween,$ 35000000,$,35000000
4024,Slender Man,$ 10000000,$,10000000
4025,Ophelia,$ 12000000,$,12000000
4026,Show Dogs,$ 5500000,$,5500000
4027,Under the Silver Lake,$ 8500000,$,8500000
4028,Busanhaeng,KRW 10000000000,KRW,8200000.0
4029,A-X-L,$ 10000000,$,10000000
4030,Film Stars Don't Die in Liverpool,$ 10000000,$,10000000
4031,Home Again,$ 12000000,$,12000000
4032,Cold Pursuit,$ 60000000,$,60000000
4033,Just Getting Started,$ 22000000,$,22000000
4034,Insidious: The Last Key,$ 10000000,$,10000000
4035,Call Me by Your Name,EUR 4000000,EUR,4400000.0
4036,Borg McEnroe,SEK 65000000,SEK,6500000.0
4037,The Possession of Hannah Grace,$ 7700000,$,7700000
4038,Skyscraper,$ 125000000,$,125000000
4039,Phantom Thread,$ 35000000,$,35000000
4040,The Nun,$ 22000000,$,22000000
4041,Victoria & Abdul,$ 21000000,$,21000000
4042,The Kitchen,$ 38000000,$,38000000
4043,Wonder Wheel,$ 25000000,$,25000000
4044,Hotel Artemis,$ 15000000,$,15000000
4045,Ralph Breaks the Internet,$ 175000000,$,175000000
4046,Le grand méchant renard et autres contes...,$ 3000000,$,3000000
4047,Napszállta,EUR 8900000,EUR,9790000.0
4048,Pokémon Detective Pikachu,$ 150000000,$,150000000
4049,Escape Room,$ 9000000,$,9000000
4050,Marrowbone,EUR 8000000,EUR,8800000.0
4051,Estiu 1993,EUR 960000,EUR,1056000.0
4052,Miss Bala,$ 15000000,$,15000000
4053,Captive State,$ 25000000,$,25000000
4054,Life Itself,$ 10000000,$,10000000
4055,"Roman J. Israel, Esq.",$ 22000000,$,22000000
4056,Diary of a Wimpy Kid: The Long Haul,$ 22000000,$,22000000
4057,Kin,$ 30000000,$,30000000
4058,Acrimony,$ 20000000,$,20000000
4059,The Angry Birds Movie 2,$ 65000000,$,65000000
4060,The Lion King,$ 260000000,$,260000000
4061,Late Night,$ 4000000,$,4000000
4062,Disobedience,$ 6000000,$,6000000
4063,The Case for Christ,$ 5000000,$,5000000
4064,The First Purge,$ 13000000,$,13000000
4065,Aladdin,$ 183000000,$,183000000
4066,John Wick: Chapter 3 - Parabellum,$ 75000000,$,75000000
4067,November,EUR 1450000,EUR,1595000.0000000002
4068,Smallfoot,$ 80000000,$,80000000
4069,Angel Has Fallen,$ 40000000,$,40000000
4070,Assassination Nation,$ 7000000,$,7000000
4071,Tyler Perry's Boo 2! A Madea Halloween,$ 25000000,$,25000000
4072,A Ghost Story,$ 100000,$,100000
4073,Vice,$ 60000000,$,60000000
4074,The Post,$ 50000000,$,50000000
4075,Thelma,NOK 47500000,NOK,47500000
4076,Adrift,$ 35000000,$,35000000
4077,Spider-Man: Far from Home,$ 160000000,$,160000000
4078,Abominable,$ 75000000,$,75000000
4079,Creed II,$ 50000000,$,50000000
4080,Missing Link,$ 100000000,$,100000000
4081,A Bad Moms Christmas,$ 28000000,$,28000000
4082,Downton Abbey,$ 20000000,$,20000000
4083,Proud Mary,$ 14000000,$,14000000
4084,The Sun Is Also a Star,$ 9000000,$,9000000
4085,Wonder Park,$ 100000000,$,100000000
4086,I Can Only Imagine,$ 7000000,$,7000000
4087,Terminator: Dark Fate,$ 185000000,$,185000000
4088,Five Feet Apart,$ 7000000,$,7000000
4089,Serenity,$ 25000000,$,25000000
4090,Upgrade,$ 5000000,$,5000000
4091,The Beach Bum,$ 5000000,$,5000000
4092,Fighting with My Family,$ 11000000,$,11000000
4093,Skjelvet,NOK 52100000,NOK,52100000
4094,Patrick,GBP 6000000,GBP,7560000.0
4095,Zimna wojna,EUR 4300000,EUR,4730000.0
4096,Dark Phoenix,$ 200000000,$,200000000
4097,Phoenix Forgotten,$ 2800000,$,2800000
4098,Bad Times at the El Royale,$ 32000000,$,32000000
4099,Triple Threat,$ 10000000,$,10000000
4100,A Quiet Place,$ 17000000,$,17000000
4101,The Spy Who Dumped Me,$ 40000000,$,40000000
4102,The Intruder,$ 8000000,$,8000000
4103,Der Hauptmann,EUR 5800000,EUR,6380000.000000001
4104,Truth or Dare,$ 3500000,$,3500000
4105,Night School,$ 29000000,$,29000000
4106,I Feel Pretty,$ 32000000,$,32000000
4107,The 15:17 to Paris,$ 30000000,$,30000000
4108,Fast & Furious Presents: Hobbs & Shaw,$ 200000000,$,200000000
4109,The Kid Who Would Be King,$ 59000000,$,59000000
4110,Arctic,$ 2000000,$,2000000
4111,Glass,$ 20000000,$,20000000
4112,Peppermint,$ 25000000,$,25000000
4113,Us,$ 20000000,$,20000000
4114,Book Club,$ 10000000,$,10000000
4115,Mamma Mia! Here We Go Again,$ 75000000,$,75000000
4116,Johnny English Strikes Again,$ 25000000,$,25000000
4117,Midway,$ 100000000,$,100000000
4118,Little Italy,CAD 8000000,CAD,5760000.0
4119,Green Book,$ 23000000,$,23000000
4120,Mandy,$ 6000000,$,6000000
4121,Boy Erased,$ 11000000,$,11000000
4122,Eighth Grade,$ 2000000,$,2000000
4123,Every Day,$ 4900000,$,4900000
4124,A Simple Favor,$ 20000000,$,20000000
4125,L'insulte,$ 3000000,$,3000000
4126,A Madea Family Funeral,$ 20000000,$,20000000
4127,Breakthrough,$ 14000000,$,14000000
4128,If Beale Street Could Talk,$ 12000000,$,12000000
4129,Once Upon a Time... in Hollywood,$ 90000000,$,90000000
4130,Destroyer,$ 9000000,$,9000000
4131,Breaking In,$ 6000000,$,6000000
4132,Unsane,$ 1500000,$,1500000
4133,Blood Fest,$ 1200000,$,1200000
4134,Hevi reissu,EUR 3000000,EUR,3300000.0000000005
4135,Kona fer í stríð,EUR 2500000,EUR,2750000.0
4136,Joker,$ 55000000,$,55000000
4137,47 Meters Down: Uncaged,$ 12000000,$,12000000
4138,Uncle Drew,$ 19000000,$,19000000
4139,Good Boys,$ 20000000,$,20000000
4140,BlacKkKlansman,$ 15000000,$,15000000
4141,It Chapter Two,$ 79000000,$,79000000
4142,Dog Days,$ 10000000,$,10000000
4143,"Paul, Apostle of Christ",$ 5000000,$,5000000
4144,Instant Family,$ 48000000,$,48000000
4145,Teen Titans Go! To the Movies,$ 10000000,$,10000000
4146,Anna,EUR 30690000,EUR,33759000.0
4147,Ben Is Back,$ 13000000,$,13000000
4148,Dora and the Lost City of Gold,$ 49000000,$,49000000
4149,Liu lang di qiu,$ 48000000,$,48000000
4150,A Dog's Way Home,$ 18000000,$,18000000
4151,What Men Want,$ 20000000,$,20000000
4152,Searching,$ 880000,$,880000
4153,Superfly,$ 16000000,$,16000000
4154,Stuber,$ 16000000,$,16000000
4155,Brightburn,$ 6000000,$,6000000
4156,Hereditary,$ 10000000,$,10000000
4157,Ready or Not,$ 6000000,$,6000000
4158,Kamera wo tomeruna!,JPY 3000000,JPY,27899.999999999996
4159,Ma,$ 5000000,$,5000000
4160,The Mule,$ 50000000,$,50000000
4161,Doragon bôru chô: Burorî,$ 8500000,$,8500000
4162,Yesterday,$ 26000000,$,26000000
4163,Little,$ 20000000,$,20000000
4164,Nobody's Fool,$ 19000000,$,19000000
4165,Happy Death Day 2U,$ 9000000,$,9000000
4166,Diqiu zuihou de yewan,CNY 100000000,CNY,14000000.000000002
4167,Overcomer,$ 5000000,$,5000000
4168,Blinded by the Light,$ 15000000,$,15000000
4169,Capharnaüm,$ 4000000,$,4000000
4170,Gongjak,KRW 19000000000,KRW,15580000.0
4171,Annabelle Comes Home,$ 27000000,$,27000000
4172,Climax,EUR 2600000,EUR,2860000.0
4173,Crawl,$ 13500000,$,13500000
4174,A Dog's Journey,$ 16000000,$,16000000
4175,Last Christmas,$ 25000000,$,25000000
4176,Child's Play,$ 10000000,$,10000000
4177,Midsommar,$ 10000000,$,10000000
4178,Unplanned,$ 6000000,$,6000000
4179,Cold Blood Legacy,$ 2700000,$,2700000
4180,Playing with Fire,$ 29900000,$,29900000
