,title,year,country,language,duration,genre,director,production_company,description,budget,usa_gross_income,worlwide_gross_income,IMDB_rating,metascore,reviews_from_users,votes,reviews_from_critics,female_avg_rating,male_avg_rating,female_votes,male_votes,avg_rating_<18yrs,votes_<18yrs,avg_rating_18-30yrs,votes_18-30yrs,avg_rating_30-45yrs,votes_30-45yrs,avg_rating_>45yrs,votes_>45yrs,positive_votes,neutral_votes,negative_votes,percentage_of_positive_reviews,overall_eval,genre_1,genre_2,genre_3,country_1,country_2,country_3,budget_USD,actor_1,listing_1,actor_2,listing_2,actor_3,listing_3
82,The AristoCats,1970,USA,English,78,"Animation, Adventure, Comedy",Wolfgang Reitherman,Walt Disney Productions,"With the help of a smooth talking tomcat, a family of Parisian felines set to inherit a fortune from their owner try to make it back home after a jealous butler kidnaps them and leaves them in the country.",$ 4000000,$ 35452658,$ 35459543,7.1,66.0,125.0,85509,109.0,7.6,6.9,24050.0,42695.0,7.2,96.0,7.3,28238.0,7.0,28459.0,7.1,7421.0,62373,21686,1450,0.73,1,Animation, Adventure, Comedy,USA,,,4000000.0,Phil Harris,D,Eva Gabor,D,Sterling Holloway,D
83,Beneath the Planet of the Apes,1970,USA,English,95,"Action, Adventure, Sci-Fi",Ted Post,Twentieth Century Fox,The sole survivor of an interplanetary rescue mission searches for the only survivor of the previous expedition. He discovers a planet ruled by apes and an underground city run by telepathic humans.,$ 3000000,$ 18999718,$ 18999718,6.1,46.0,168.0,39595,64.0,6.1,6.1,2496.0,29190.0,5.4,22.0,6.0,5699.0,6.0,16239.0,6.2,8951.0,15706,21257,2632,0.4,0,Action, Adventure, Sci-Fi,USA,,,3000000.0,James Franciscus,D,Kim Hunter,D,Maurice Evans,D
84,Il conformista,1970,"Italy, France, West Germany","Italian, French, Latin, Chinese",113,Drama,Bernardo Bertolucci,Mars Film,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident.",$ 750000,$ 58657,$ 400747,8.0,100.0,110.0,24130,127.0,8.0,8.0,2420.0,17142.0,8.3,9.0,8.2,5170.0,7.9,9727.0,7.9,4306.0,20816,2675,639,0.86,1,Drama,,,Italy, France, West Germany,750000.0,Jean-Louis Trintignant,D,Stefania Sandrelli,D,Gastone Moschin,D
85,Kelly's Heroes,1970,USA,"English, French, German",144,"Adventure, Comedy, War",Brian G. Hutton,Metro-Goldwyn-Mayer (MGM),A group of U.S. soldiers sneaks across enemy lines to get their hands on a secret stash of Nazi treasure.,$ 4000000,$ 5200000,$ 5200000,7.6,50.0,198.0,42362,43.0,7.6,7.6,1975.0,31390.0,7.6,12.0,7.8,4327.0,7.6,15196.0,7.6,13038.0,36021,5728,613,0.85,1,Adventure, Comedy, War,USA,,,4000000.0,Clint Eastwood,A,Telly Savalas,D,Don Rickles,D
86,Little Big Man,1970,USA,English,139,"Adventure, Comedy, Drama",Arthur Penn,Cinema Center Films,"Jack Crabb, looking back from extreme old age, tells of his life being raised by Native Americans and fighting with General Custer.",$ 15000000,$ 31559552,$ 31559552,7.6,63.0,119.0,31084,58.0,7.5,7.6,3165.0,21044.0,6.8,10.0,7.5,2357.0,7.4,9673.0,7.8,11789.0,25264,4515,1305,0.81,1,Adventure, Comedy, Drama,USA,,,15000000.0,Dustin Hoffman,A,Faye Dunaway,D,Chief Dan George,D
87,Love Story,1970,USA,English,100,"Drama, Romance",Arthur Hiller,Paramount Pictures,A boy and a girl from different backgrounds fall in love regardless of their upbringing - and then tragedy strikes.,$ 2200000,$ 106397186,$ 106397186,6.9,84.0,167.0,27788,50.0,7.0,6.8,7645.0,14855.0,6.6,8.0,7.1,4158.0,6.9,10968.0,6.7,6942.0,18395,7911,1482,0.66,1,Drama, Romance,,USA,,,2200000.0,Ali MacGraw,D,Ryan O'Neal,D,John Marley,D
97,Willy Wonka & the Chocolate Factory,1971,"USA, East Germany, West Germany","English, French, German, Italian",100,"Family, Fantasy, Musical",Mel Stuart,Wolper Pictures Ltd.,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,$ 3000000,$ 526633,$ 526633,7.8,67.0,391.0,165384,87.0,7.9,7.8,33304.0,93077.0,7.7,154.0,7.7,36278.0,7.8,62731.0,7.9,22436.0,141478,20411,3495,0.86,1,Family, Fantasy, Musical,USA, East Germany, West Germany,3000000.0,Gene Wilder,D,Jack Albertson,D,Peter Ostrum,D
94,The French Connection,1971,USA,"English, French",104,"Action, Crime, Drama",William Friedkin,Philip D'Antoni Productions,A pair of NYC cops in the Narcotics Bureau stumble onto a drug smuggling job with a French connection.,$ 1800000,$ 51700000,$ 51700000,7.7,94.0,311.0,101750,159.0,7.4,7.7,5545.0,74601.0,8.1,35.0,7.8,14350.0,7.6,42131.0,7.9,21837.0,86816,13292,1642,0.85,1,Action, Crime, Drama,USA,,,1800000.0,Gene Hackman,C,Fernando Rey,D,Roy Scheider,D
96,Play Misty for Me,1971,USA,English,102,"Drama, Thriller",Clint Eastwood,The Malpaso Company,"A brief fling between disc jockey Dave Garver (Clint Eastwood) and obsessed female fan Evelyn Draper (Jessica Walter) takes a frightening, and perhaps even deadly turn when another woman, Tobie Williams (Donna Mills), enters the picture.",$ 725000,$ 10600000,$ 10600000,7.0,78.0,173.0,23723,69.0,7.2,7.0,2404.0,16568.0,7.4,8.0,7.0,2080.0,6.9,8271.0,7.1,8266.0,16862,6271,590,0.71,1,Drama, Thriller,,USA,,,725000.0,Clint Eastwood,A,Jessica Walter,D,Donna Mills,D
95,Wake in Fright,1971,"UK, Australia, USA",English,109,"Drama, Thriller",Ted Kotcheff,NLT Productions,"After a bad gambling bet, a schoolteacher is marooned in a town full of crazy, drunk, violent men who threaten to make him just as crazy, drunk, and violent.",AUD 800000,$ 50394,$ 218164,7.7,88.0,81.0,8929,142.0,7.3,7.7,601.0,6968.0,8.8,4.0,7.9,1532.0,7.7,3951.0,7.4,1931.0,7403,1259,267,0.83,1,Drama, Thriller,,UK, Australia, USA,520000.0,Donald Pleasence,D,Gary Bond,D,Chips Rafferty,D
93,Fiddler on the Roof,1971,USA,"English, Hebrew, Russian",181,"Drama, Family, Musical",Norman Jewison,The Mirisch Production Company,"In prerevolutionary Russia, a Jewish peasant contends with marrying off three of his daughters while growing anti-Semitic sentiment threatens his village.",$ 9000000,$ 10404330,$ 10404330,8.0,67.0,162.0,36048,71.0,8.2,7.9,8252.0,19964.0,8.6,14.0,8.1,5204.0,7.9,12548.0,8.0,9754.0,31206,3919,923,0.87,1,Drama, Family, Musical,USA,,,9000000.0,Topol,D,Norma Crane,D,Leonard Frey,D
90,Diamonds Are Forever,1971,UK,"English, German",120,"Action, Adventure, Thriller",Guy Hamilton,Eon Productions,"A diamond smuggling investigation leads James Bond to Las Vegas, where he uncovers an evil plot involving a rich business tycoon.",$ 7200000,$ 43819547,$ 43819547,6.6,59.0,292.0,88473,97.0,6.6,6.6,5136.0,64675.0,6.4,54.0,6.6,13735.0,6.6,36905.0,6.8,17081.0,52530,33365,2578,0.59,0,Action, Adventure, Thriller,UK,,,7200000.0,Sean Connery,B,Jill St. John,D,Charles Gray,D
91,Dirty Harry,1971,USA,English,102,"Action, Crime, Thriller",Don Siegel,The Malpaso Company,"When a madman calling himself ""the Scorpio Killer"" menaces the city, tough as nails San Francisco Police Inspector ""Dirty"" Harry Callahan is assigned to track down and ferret out the crazed psychopath.",$ 4000000,$ 35976000,$ 35976000,7.7,90.0,338.0,134515,136.0,7.5,7.7,7603.0,101301.0,8.1,62.0,7.8,23395.0,7.7,57482.0,7.9,25374.0,117697,14976,1842,0.87,1,Action, Crime, Thriller,USA,,,4000000.0,Clint Eastwood,A,Harry Guardino,D,Reni Santoni,D
89,A Clockwork Orange,1971,"UK, USA",English,136,"Crime, Drama, Sci-Fi",Stanley Kubrick,Warner Bros.,"In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.",$ 2200000,$ 26589355,$ 26903440,8.3,80.0,1481.0,707569,168.0,8.1,8.3,91618.0,448224.0,8.9,536.0,8.4,166974.0,8.2,277797.0,8.0,72709.0,617582,65471,24516,0.87,1,Crime, Drama, Sci-Fi,UK, USA,,2200000.0,Malcolm McDowell,D,Patrick Magee,D,Michael Bates,D
88,THX 1138,1971,USA,English,86,"Drama, Sci-Fi, Thriller",George Lucas,American Zoetrope,"In the twenty-fifth century, a time when people have designations instead of names, a man, THX 1138, and a woman, LUH 3417, rebel against their rigidly controlled society.",$ 777000,$ 2437000,$ 2437000,6.7,75.0,223.0,45363,85.0,6.7,6.7,3229.0,33514.0,6.3,12.0,6.8,5276.0,6.7,21895.0,6.7,9073.0,28740,14263,2360,0.63,1,Drama, Sci-Fi, Thriller,USA,,,777000.0,Robert Duvall,D,Donald Pleasence,D,Don Pedro Colley,D
92,Escape from the Planet of the Apes,1971,USA,English,98,"Action, Sci-Fi",Don Taylor,Twentieth Century Fox,"The world is shocked by the appearance of three talking chimpanzees, who arrived mysteriously in a U.S. spacecraft. They become the toast of society, but one man believes them to be a threat to the human race.",$ 2500000,$ 12348905,$ 12348905,6.3,69.0,107.0,30017,62.0,6.5,6.3,1864.0,21848.0,6.5,18.0,6.4,4253.0,6.2,11979.0,6.4,6874.0,13699,14947,1371,0.46,0,Action, Sci-Fi,,USA,,,2500000.0,Roddy McDowall,D,Kim Hunter,D,Bradford Dillman,D
112,Ultimo tango a Parigi,1972,"France, Italy","English, French",129,"Drama, Romance",Bernardo Bertolucci,Les Productions Artistes Associés,A young Parisian woman meets a middle-aged American businessman who demands their clandestine relationship be based only on sex.,$ 1250000,$ 36144000,$ 36179290,7.0,77.0,194.0,46151,111.0,7.0,7.1,8353.0,28800.0,7.5,12.0,7.3,8269.0,7.0,19478.0,6.8,8607.0,31872,11252,3027,0.69,1,Drama, Romance,,France, Italy,,1250000.0,Marlon Brando,D,Maria Schneider,D,Maria Michi,D
98,Conquest of the Planet of the Apes,1972,USA,English,88,"Action, Sci-Fi",J. Lee Thompson,Twentieth Century Fox,"In a futuristic world that has embraced ape slavery, Caesar, the son of the late simians Cornelius and Zira, surfaces after almost twenty years of hiding out from the authorities, and prepares for a slave revolt against humanity.",$ 1700000,$ 9043472,$ 9043472,6.1,49.0,104.0,28493,66.0,6.2,6.1,1791.0,21275.0,6.0,14.0,6.2,4208.0,6.1,11882.0,6.1,6419.0,11251,15484,1758,0.39,0,Action, Sci-Fi,,USA,,,1700000.0,Roddy McDowall,D,Don Murray,D,Ricardo Montalban,D
99,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,1972,USA,"English, Italian",88,Comedy,Woody Allen,Brodsky-Gould Productions,Seven stories are trying to answer the question: what is sex? Or maybe they are not trying.,$ 2000000,$ 18016290,$ 18090065,6.8,66.0,88.0,36332,59.0,6.9,6.8,4571.0,24363.0,6.7,6.0,6.8,5318.0,6.8,15037.0,6.8,8119.0,23362,11699,1271,0.64,1,Comedy,,,USA,,,2000000.0,Woody Allen,D,John Carradine,D,Lou Jacobi,D
100,The Godfather,1972,USA,"English, Italian, Latin",175,"Crime, Drama",Francis Ford Coppola,Paramount Pictures,The aging patriarch of an organized crime dynasty transfers control of his clandestine empire to his reluctant son.,$ 6000000,$ 134966411,$ 246120974,9.2,100.0,3362.0,1482143,241.0,8.9,9.2,145326.0,971409.0,9.2,1488.0,9.2,354355.0,9.2,559060.0,9.1,141346.0,1384637,49816,47690,0.93,1,Crime, Drama,,USA,,,6000000.0,Marlon Brando,D,Al Pacino,A,James Caan,D
102,Solaris,1972,Soviet Union,"Russian, German",167,"Drama, Mystery, Sci-Fi",Andrei Tarkovsky,Mosfilm,A psychologist is sent to a station orbiting a distant planet in order to discover what has caused the crew to go insane.,RUR 1000000,$ 22168,$ 56594,8.1,90.0,287.0,72401,190.0,8.1,8.0,6989.0,50369.0,8.6,38.0,8.3,14566.0,8.0,30409.0,7.8,11152.0,61146,8174,3081,0.84,1,Drama, Mystery, Sci-Fi,Soviet Union,,,13000.0,Donatas Banionis,D,Natalya Bondarchuk,D,Jüri Järvet,D
113,The Wicker Man,1973,UK,English,88,"Horror, Mystery, Thriller",Robin Hardy,British Lion Film Corporation,A Police Sergeant is sent to a Scottish island village in search of a missing girl who the townsfolk claim never existed. Stranger still are the rites that take place there.,$ 810000,$ 60891,$ 98201,7.5,87.0,492.0,61940,163.0,7.3,7.6,7202.0,42507.0,8.1,31.0,7.6,10393.0,7.5,26636.0,7.6,11745.0,49520,10227,2193,0.8,1,Horror, Mystery, Thriller,UK,,,810000.0,Edward Woodward,D,Christopher Lee,D,Diane Cilento,D
111,The Sting,1973,USA,English,129,"Comedy, Crime, Drama",George Roy Hill,Zanuck/Brown Productions,Two grifters team up to pull off the ultimate con.,$ 5500000,$ 156000000,$ 156000000,8.3,83.0,288.0,225719,133.0,8.2,8.3,21498.0,149787.0,8.4,87.0,8.3,34763.0,8.2,84317.0,8.3,46900.0,206568,15666,3485,0.92,1,Comedy, Crime, Drama,USA,,,5500000.0,Paul Newman,B,Robert Redford,A,Robert Shaw,D
110,Sleeper,1973,USA,"English, Yiddish",89,"Comedy, Sci-Fi",Woody Allen,Jack Rollins & Charles H. Joffe Productions,A nerdish store owner is revived out of cryostasis into a future world to fight an oppressive government.,$ 2000000,$ 18344729,$ 18344729,7.2,77.0,137.0,38149,82.0,7.2,7.2,3838.0,26257.0,7.8,8.0,7.2,5041.0,7.1,15111.0,7.3,9525.0,28887,8037,1225,0.76,1,Comedy, Sci-Fi,,USA,,,2000000.0,Woody Allen,D,Diane Keaton,B,John Beck,D
109,Serpico,1973,"Italy, USA","English, Italian, Spanish",130,"Biography, Crime, Drama",Sidney Lumet,Artists Entertainment Complex,An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.,$ 3000000,$ 29800000,$ 29829963,7.7,87.0,191.0,99611,110.0,7.7,7.7,6225.0,74188.0,8.2,27.0,7.8,18527.0,7.7,44791.0,7.7,14916.0,88945,9895,771,0.89,1,Biography, Crime, Drama,Italy, USA,,3000000.0,Al Pacino,A,John Randolph,D,Jack Kehoe,D
108,Papillon,1973,"France, USA","English, Spanish",151,"Biography, Crime, Drama",Franklin J. Schaffner,Corona-General,"A man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island, which inspires the man to plot his escape.",$ 12000000,$ 53267000,$ 53267000,8.0,58.0,201.0,115033,71.0,7.9,8.0,9193.0,84005.0,7.9,25.0,8.0,17936.0,8.0,48777.0,8.1,24040.0,104189,9259,1585,0.91,1,Biography, Crime, Drama,France, USA,,12000000.0,Steve McQueen,D,Dustin Hoffman,A,Victor Jory,D
105,The Exorcist,1973,USA,"English, Latin, Greek, French, German, Arabic, Kurdish",122,Horror,William Friedkin,Warner Bros.,"When a teenage girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her daughter.",$ 11000000,$ 232906145,$ 441306145,8.0,81.0,1182.0,342273,275.0,7.8,8.0,47556.0,223999.0,8.2,208.0,7.9,70206.0,8.0,147659.0,8.2,45257.0,294732,38796,8745,0.86,1,Horror,,,USA,,,11000000.0,Ellen Burstyn,D,Max von Sydow,D,Lee J. Cobb,D
106,Live and Let Die,1973,UK,"English, Hungarian",121,"Action, Adventure, Thriller",Guy Hamilton,Eon Productions,007 is sent to stop a diabolically brilliant heroin magnate armed with a complex organization and a reliable psychic tarot card reader.,$ 7000000,$ 35377836,$ 35377836,6.8,55.0,275.0,89593,104.0,6.7,6.8,4977.0,65894.0,7.1,62.0,6.8,14530.0,6.8,37021.0,6.9,17038.0,58502,28876,2215,0.65,1,Action, Adventure, Thriller,UK,,,7000000.0,Roger Moore,B,Yaphet Kotto,D,Jane Seymour,D
104,Battle for the Planet of the Apes,1973,USA,English,93,"Action, Sci-Fi",J. Lee Thompson,Apjac International,"Ten years after a worldwide series of ape revolutions and a brutal nuclear war among humans, Caesar must protect survivors of both species from an insidious human cult and a militant ape faction alike.",$ 1800000,$ 8844595,$ 8844595,5.5,40.0,104.0,27372,52.0,5.7,5.5,1858.0,20359.0,5.3,14.0,5.5,4063.0,5.5,11326.0,5.7,6312.0,7160,17329,2883,0.26,0,Action, Sci-Fi,,USA,,,1800000.0,Roddy McDowall,D,Claude Akins,D,Natalie Trundy,D
103,American Graffiti,1973,USA,English,110,"Comedy, Drama",George Lucas,Universal Pictures,A couple of high school grads spend one final night cruising the strip with their buddies before they go off to college.,$ 777000,$ 115000000,$ 115000000,7.4,97.0,281.0,76383,119.0,7.2,7.5,8415.0,50828.0,7.9,32.0,7.5,10697.0,7.3,28660.0,7.6,18724.0,61098,13727,1558,0.8,1,Comedy, Drama,,USA,,,777000.0,Richard Dreyfuss,B,Ron Howard,D,Paul Le Mat,D
101,High Plains Drifter,1973,USA,English,105,"Drama, Mystery, Western",Clint Eastwood,The Malpaso Company,A gunfighting stranger (Clint Eastwood) comes to the small settlement of Lago and is hired to bring the townsfolk together in an attempt to hold off three outlaws who are on their way.,$ 5500000,$ 15700000,$ 15706540,7.5,69.0,196.0,46382,89.0,7.4,7.5,2196.0,34449.0,7.7,17.0,7.5,5452.0,7.5,17562.0,7.6,12621.0,38971,6700,711,0.84,1,Drama, Mystery, Western,USA,,,5500000.0,Clint Eastwood,A,Verna Bloom,D,Marianna Hill,D
107,Mean Streets,1973,USA,"English, Italian",112,"Crime, Drama, Thriller",Martin Scorsese,Warner Bros.,A small-time hood aspires to work his way up the ranks of a local mob.,$ 500000,$ 32645,$ 41131,7.3,96.0,264.0,88695,128.0,7.2,7.3,4717.0,65261.0,7.6,72.0,7.4,17961.0,7.2,38339.0,7.2,11894.0,68585,18076,2034,0.77,1,Crime, Drama, Thriller,USA,,,500000.0,Robert De Niro,A,Harvey Keitel,D,David Proval,D
121,Murder on the Orient Express,1974,"UK, USA","English, French, German, Turkish, Italian, Swedish",128,"Crime, Drama, Mystery",Sidney Lumet,EMI Film Distributors,"In December 1935, when his train is stopped by deep snow, detective Hercule Poirot is called on to solve a murder that occurred in his car the night before.",GBP 1500000,$ 27634716,$ 27655657,7.3,63.0,203.0,50926,89.0,7.5,7.3,7013.0,33782.0,7.6,25.0,7.3,7506.0,7.3,20425.0,7.3,11905.0,40232,9917,777,0.79,1,Crime, Drama, Mystery,UK, USA,,1890000.0,Albert Finney,D,Lauren Bacall,D,Martin Balsam,D
125,Young Frankenstein,1974,USA,"English, German",106,Comedy,Mel Brooks,Gruskoff/Venture Films,"An American grandson of the infamous scientist, struggling to prove that his grandfather was not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body.",$ 2800000,$ 86273333,$ 86273333,8.0,80.0,355.0,135620,114.0,8.1,8.0,16457.0,88733.0,8.1,56.0,8.0,19255.0,7.9,52558.0,8.2,30855.0,118107,14371,3142,0.87,1,Comedy,,,USA,,,2800000.0,Gene Wilder,D,Peter Boyle,D,Marty Feldman,D
124,The Towering Inferno,1974,USA,English,165,"Action, Drama, Thriller",John Guillermin,Twentieth Century Fox,"At the opening party of a colossal, but poorly constructed, office building, a massive fire breaks out that threatens to destroy the tower and everyone in it.",$ 14000000,$ 116000000,$ 116000000,6.9,69.0,220.0,36470,106.0,7.1,6.9,3466.0,25076.0,7.1,8.0,7.1,2518.0,6.9,13174.0,7.0,12297.0,24445,10984,1041,0.67,1,Action, Drama, Thriller,USA,,,14000000.0,Steve McQueen,D,Paul Newman,B,William Holden,D
123,Thunderbolt and Lightfoot,1974,USA,English,115,"Comedy, Crime, Drama",Michael Cimino,The Malpaso Company,"With the help of an irreverent young sidekick, a bank robber gets his old gang back together to organize a daring new heist.",$ 2200000,$ 21700000,$ 21700000,7.1,62.0,108.0,20634,87.0,7.0,7.1,1105.0,15378.0,7.7,3.0,7.2,1730.0,7.0,7403.0,7.1,7022.0,15140,5101,393,0.73,1,Comedy, Crime, Drama,USA,,,2200000.0,Clint Eastwood,A,Jeff Bridges,A,Geoffrey Lewis,D
122,The Texas Chain Saw Massacre,1974,USA,English,83,Horror,Tobe Hooper,Vortex,Two siblings and three of their friends en route to visit their grandfather's grave in Texas end up falling victim to a family of cannibalistic psychopaths And must survive the terrors of leatherface and his family.,$ 300000,$ 30859000,$ 30859000,7.5,75.0,901.0,125340,243.0,7.2,7.5,12842.0,85273.0,7.8,123.0,7.5,26215.0,7.5,53810.0,7.3,15043.0,96459,23326,5555,0.77,1,Horror,,,USA,,,300000.0,Marilyn Burns,D,Allen Danziger,D,Paul A. Partain,D
119,The Man with the Golden Gun,1974,UK,"English, Thai, Cantonese",125,"Action, Adventure, Thriller",Guy Hamilton,Eon Productions,James Bond is led to believe that he is targeted by the world's most expensive assassin while he attempts to recover sensitive solar cell technology that is being sold to the highest bidder.,$ 7000000,$ 20972000,$ 20972000,6.8,43.0,283.0,88488,93.0,6.7,6.8,4771.0,65541.0,7.4,62.0,6.8,14954.0,6.7,37186.0,6.7,15926.0,56240,30065,2183,0.64,1,Action, Adventure, Thriller,UK,,,7000000.0,Roger Moore,B,Christopher Lee,D,Britt Ekland,D
115,Chinatown,1974,USA,"English, Cantonese, Spanish",130,"Drama, Mystery, Thriller",Roman Polanski,Paramount Pictures,"A private detective hired to expose an adulterer finds himself caught up in a web of deceit, corruption, and murder.",$ 6000000,$ 29200000,$ 29225935,8.2,92.0,509.0,272499,255.0,7.9,8.2,24169.0,187019.0,8.5,160.0,8.2,54878.0,8.1,108277.0,8.2,41875.0,245091,23044,4364,0.9,1,Drama, Mystery, Thriller,USA,,,6000000.0,Jack Nicholson,A,Faye Dunaway,D,John Huston,D
117,The Godfather: Part II,1974,USA,"English, Italian, Spanish, Latin, Sicilian",202,"Crime, Drama",Francis Ford Coppola,Paramount Pictures,"The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.",$ 13000000,$ 47834595,$ 48020957,9.0,90.0,857.0,1032047,172.0,8.7,9.0,92071.0,688163.0,9.2,857.0,9.0,237244.0,9.0,394676.0,8.9,105714.0,964528,39878,27641,0.93,1,Crime, Drama,,USA,,,13000000.0,Al Pacino,A,Robert Duvall,D,Diane Keaton,B
